	topic	sentence_1	sentence_2	label
936	Fracking	And the toxic chemicals and heavy metals associated with fracking operations can contaminate the soil, air and water, leach into crops, and kill livestock.	Furthermore, agricultural products grown in contaminated soil and watered with contaminated water will easily carry toxic contaminants into our grocery products and onto our kitchen tables.	SS
937	Fracking	The celebrities also claimed that fracking contaminates drinking water with toxic chemicals and causes cancer.	As a water-poor state, fracking and its toxic wastewater presents a serious danger to our communities and ecosystems.	SS
938	Fracking	Each fracked gas well requires hundreds of trips by diesel trucks hauling toxic chemicals and other hazardous materials.	And the toxic chemicals and heavy metals associated with fracking operations can contaminate the soil, air and water, leach into crops, and kill livestock.	NS
939	Fracking	The hazardous chemicals may cause contamination of well water used for drinking or irrigation in towns near oil wells.	Furthermore, agricultural products grown in contaminated soil and watered with contaminated water will easily carry toxic contaminants into our grocery products and onto our kitchen tables.	SS
940	Fracking	The discipline has already yielded healthcare discoveries that have been used for drug delivery and diagnostic purposes.	4. Reduce your household waste: Biogas systems convert organic household waste or manure into gas for cooking and lighting.	DTORCD
941	Fracking	Contaminating water supplies with toxic chemicals, disturbing natural environments, and releasing hazardous air emissions into communities is not okay.	Fracking would increase risks to public safety by contaminating water supplies with toxic chemicals, disturbing natural environments, and releasing hazardous air emissions into communities.	HS
942	Fracking	Issue updates Across the country, fracking is contaminating drinking water, making nearby families sick with air pollution, and turning forest acres into industrial zones.	"As ""Fracking by the Numbers"" shows, fracking has polluted water, damaged rural landscapes, and emitted dangerous air pollution in vast quantities across the country."	HS
943	Fracking	In countless communities around the country, fracking has had grievous consequences, ranging from water contamination and health problems to earthquakes.	"Such a practice could potentially cause ""unstable ground structure"" and polluted ""land and waterways"" leading to acute ""public health"" concerns , he warned."	SS
944	Fracking	2)  Fracking can contaminate water and water wells and suck towns dry.	As a water-poor state, fracking and its toxic wastewater presents a serious danger to our communities and ecosystems.	HS
945	Fracking	Fracking this land has the potential to disrupt farming productivity, endanger livestock health and affect produce and livestock quality.	Environmentalists and drilling opponents say fracking threatens to drain and contaminate local water supplies, cause air pollution, industrialize pristine rural areas and contribute to global warming.	SS
946	Fracking	Each fracked gas well requires hundreds of trips by diesel trucks hauling toxic chemicals and other hazardous materials.	1Fracking, which involves injecting huge volumes of toxic chemicals underground and producing vast quantities of contaminated wastewater, has a well-documented history of poisoning water.	NS
947	Fracking	Contaminating water supplies with toxic chemicals, disturbing natural environments, and releasing hazardous air emissions into communities is not okay.	Fracking requires an enormous amount of water, and because fracking waste water contains dangerous toxins it generally cannot be cleaned and reused for other purposes.	HS
948	Fracking	3) Fracking contaminates water and water wells and can suck entire towns dry.	Fracking Impacts Everyone The chemicals used in fracking are toxic and threaten to poison and pollute our air, water and food supplies- basic necessities for life.	SS
949	Fracking	Adding large quantities of wind power to power systems is therefore challenging.	Often times, shopping addicts can be found in economically prosperous locations, such as shopping substance abuse Edmonton , Montreal or Vancouver.	DTORCD
950	Fracking	Water Pollution and Shortages :  Fracking uses toxic chemicals like benzene (a carcinogen) and toluene and generates massive amounts of toxic wastewater.	Fracking would increase risks to public safety by contaminating water supplies with toxic chemicals, disturbing natural environments, and releasing hazardous air emissions into communities.	HS
951	Fracking	Fracking would increase risks to public safety by contaminating water supplies with toxic chemicals, disturbing natural environments, and releasing hazardous air emissions into communities.	One fear about fracking is that it will result in natural gas and toxic chemicals seeping into groundwater that is used for drinking water.	HS
952	Fracking	Water contamination is a particular hazard with fracking because hundreds of toxic chemicals are used in fracking fluid.	The hazardous chemicals may cause contamination of well water used for drinking or irrigation in towns near oil wells.	HS
953	Fracking	You'll receive superior service and exclusive bonuses that no-one else can access, because it's all about you.	First, there can be no justification for the killing of an innocent; the ends NEVER justify the means.	DTORCD
954	Fracking	2)  Fracking can contaminate water and water wells and suck towns dry.	Soils will have been contaminated, surface waters will have been contaminated, groundwater will have been contaminated.	HS
955	Fracking	"""Offshore frack jobs use dangerous chemicals and increase the risk of an oil spill that could devastate our entire coast."	"""The Coastal Commission must protect our beaches, wildlife and communities from offshore fracking's many dangers, from increased oil spill risk to dangerous fracking chemicals."""	HS
956	Fracking	Soils will have been contaminated, surface waters will have been contaminated, groundwater will have been contaminated.	Fracking requires an enormous amount of water, and because fracking waste water contains dangerous toxins it generally cannot be cleaned and reused for other purposes.	SS
957	Fracking	And the toxic chemicals and heavy metals associated with fracking operations can contaminate the soil, air and water, leach into crops, and kill livestock.	* In 2011, Ohio dumped 12.8 million barrels of toxic, radioactive waste into injection wells-injecting toxic waste into the ground as a means of disposing it.	DTORCD
958	Fracking	5) Fracking contaminates drinking water If fracking doesn't make your water flammable, it must at least contaminate it with dangerous chemicals, right?	Fracking Impacts Everyone The chemicals used in fracking are toxic and threaten to poison and pollute our air, water and food supplies- basic necessities for life.	SS
959	Fracking	Environmentalists and drilling opponents say fracking threatens to drain and contaminate local water supplies, cause air pollution, industrialize pristine rural areas and contribute to global warming.	Furthermore, agricultural products grown in contaminated soil and watered with contaminated water will easily carry toxic contaminants into our grocery products and onto our kitchen tables.	DTORCD
960	Fracking	The hazardous chemicals may cause contamination of well water used for drinking or irrigation in towns near oil wells.	And the toxic chemicals and heavy metals associated with fracking operations can contaminate the soil, air and water, leach into crops, and kill livestock.	DTORCD
961	Fracking	Water Pollution Fracking pollutes water by mixing millions of gallons of water with toxic chemicals.	Water Pollution and Shortages :  Fracking uses toxic chemicals like benzene (a carcinogen) and toluene and generates massive amounts of toxic wastewater.	HS
962	Fracking	2)  Fracking can contaminate water and water wells and suck towns dry.	Fracking uses millions of litres of water and has the potential to contaminate drinking water with methane and toxic chemicals.	HS
963	Fracking	* Fracking produces enormous amounts of waste contaminated with toxic chemicals, heavy metals, corrosive salts and radioactive material.	Water Pollution and Shortages :  Fracking uses toxic chemicals like benzene (a carcinogen) and toluene and generates massive amounts of toxic wastewater.	HS
964	Fracking	2)  Fracking can contaminate water and water wells and suck towns dry.	One fear about fracking is that it will result in natural gas and toxic chemicals seeping into groundwater that is used for drinking water.	HS
965	Fracking	The celebrities also claimed that fracking contaminates drinking water with toxic chemicals and causes cancer.	Fracking would increase risks to public safety by contaminating water supplies with toxic chemicals, disturbing natural environments, and releasing hazardous air emissions into communities.	HS
966	Fracking	Spills and leaks were one way fracking could lead to water contamination, but were relatively easy to manage.	5) Fracking contaminates drinking water If fracking doesn't make your water flammable, it must at least contaminate it with dangerous chemicals, right?	NS
967	Fracking	The celebrities also claimed that fracking contaminates drinking water with toxic chemicals and causes cancer.	The hazardous chemicals may cause contamination of well water used for drinking or irrigation in towns near oil wells.	HS
968	Fracking	Fracking requires an enormous amount of water, and because fracking waste water contains dangerous toxins it generally cannot be cleaned and reused for other purposes.	Fracking pollution also poses a huge risk to water supplies in impoverished agricultural communities in the Central Valley where water pollution is already a serious problem.	SS
969	Fracking	2)  Fracking can contaminate water and water wells and suck towns dry.	Acidization pollutes our air, and acid is a hazardous substance that can leak and cause deadly accidents.	NS
970	Fracking	Acidization pollutes our air, and acid is a hazardous substance that can leak and cause deadly accidents.	Water Pollution and Shortages :  Fracking uses toxic chemicals like benzene (a carcinogen) and toluene and generates massive amounts of toxic wastewater.	NS
971	Fracking	Many Bitcoin-related apps were allowed to stay, but not those that facilitated Bitcoin transactions.	They believe it is the most significant gift one human being can give to another.	DTORCD
972	Fracking	5) Fracking contaminates drinking water If fracking doesn't make your water flammable, it must at least contaminate it with dangerous chemicals, right?	One fear about fracking is that it will result in natural gas and toxic chemicals seeping into groundwater that is used for drinking water.	HS
973	Fracking	Fracking uses millions of litres of water and has the potential to contaminate drinking water with methane and toxic chemicals.	In addition to worsening climate change, fracking is said to exacerbate the water crisis by polluting millions of gallons of fresh water with toxic chemicals.	HS
974	Fracking	3) Fracking contaminates water and water wells and can suck entire towns dry.	Spills and leaks were one way fracking could lead to water contamination, but were relatively easy to manage.	SS
975	Fracking	Odorless and colorless, methane gas is not only explosive; it can also cause health problems if it contaminates air and drinking water.	1Fracking, which involves injecting huge volumes of toxic chemicals underground and producing vast quantities of contaminated wastewater, has a well-documented history of poisoning water.	SS
976	Fracking	* Fracking produces enormous amounts of waste contaminated with toxic chemicals, heavy metals, corrosive salts and radioactive material.	* In 2011, Ohio dumped 12.8 million barrels of toxic, radioactive waste into injection wells-injecting toxic waste into the ground as a means of disposing it.	HS
977	Fracking	On the local level, drones could help in missing-person searches or alert officers about accidents and crimes and provide video of the incidents.	In the U.S. alone, this will require $100 billion of new investment and 220 new commercial-scale cellulosic production facilities over the next decade.	DTORCD
978	Fracking	Water Pollution and Shortages :  Fracking uses toxic chemicals like benzene (a carcinogen) and toluene and generates massive amounts of toxic wastewater.	And the toxic chemicals and heavy metals associated with fracking operations can contaminate the soil, air and water, leach into crops, and kill livestock.	HS
979	Fracking	The hazardous chemicals may cause contamination of well water used for drinking or irrigation in towns near oil wells.	It's outrageous that fracking companies that threaten public health don't even have to report which chemicals are contaminating our drinking water.	HS
980	Fracking	And fracking generates toxic air pollution that would endanger communities surrounding the forest and pose unknown risks to the forest itself.	Environmentalists and drilling opponents say fracking threatens to drain and contaminate local water supplies, cause air pollution, industrialize pristine rural areas and contribute to global warming.	SS
981	Fracking	Soils will have been contaminated, surface waters will have been contaminated, groundwater will have been contaminated.	The EPA found that compounds likely associated with fracking chemicals had been detected in the groundwater beneath Pavillion.	SS
982	Fracking	3) Fracking contaminates water and water wells and can suck entire towns dry.	As a water-poor state, fracking and its toxic wastewater presents a serious danger to our communities and ecosystems.	SS
983	Fracking	Fracking this land has the potential to disrupt farming productivity, endanger livestock health and affect produce and livestock quality.	And fracking generates toxic air pollution that would endanger communities surrounding the forest and pose unknown risks to the forest itself.	NS
984	Fracking	Namely, there is widespread concern that fracking could contaminate drinking water for those living downstate.	The hazardous chemicals may cause contamination of well water used for drinking or irrigation in towns near oil wells.	HS
985	Fracking	Industry lobbyists got fracking waste exempt from federal hazardous waste laws, leaving Ohio even more vulnerable.	In countless communities around the country, fracking has had grievous consequences, ranging from water contamination and health problems to earthquakes.	NS
986	Fracking	The celebrities also claimed that fracking contaminates drinking water with toxic chemicals and causes cancer.	Fracking Impacts Everyone The chemicals used in fracking are toxic and threaten to poison and pollute our air, water and food supplies- basic necessities for life.	SS
987	Fracking	Water Pollution Fracking pollutes water by mixing millions of gallons of water with toxic chemicals.	* Fracking produces enormous amounts of waste contaminated with toxic chemicals, heavy metals, corrosive salts and radioactive material.	HS
988	Fracking	The celebrities also claimed that fracking contaminates drinking water with toxic chemicals and causes cancer.	The drills could potentially leak or even explode, releasing toxic chemicals into our precious water source.	SS
989	Fracking	The celebrities also claimed that fracking contaminates drinking water with toxic chemicals and causes cancer.	And the toxic chemicals and heavy metals associated with fracking operations can contaminate the soil, air and water, leach into crops, and kill livestock.	SS
990	Fracking	But there are many kinds of risks and one needs tomake distinctions between one kind of risk and another.	The Label GMO app is filled with vital, eye-opening, whistle-blowing facts on the dangers of GMOs & Genetically Engineered Foods.	DTORCD
991	Fracking	Water contamination is a particular hazard with fracking because hundreds of toxic chemicals are used in fracking fluid.	Trucking and storage accidents have caused spills of fracking fluids and the salty water used - called brine - also resulting in contaminated drinking water.	SS
992	Fracking	Fracking uses millions of litres of water and has the potential to contaminate drinking water with methane and toxic chemicals.	Fracking pollution also poses a huge risk to water supplies in impoverished agricultural communities in the Central Valley where water pollution is already a serious problem.	SS
993	Fracking	* Fracking produces enormous amounts of waste contaminated with toxic chemicals, heavy metals, corrosive salts and radioactive material.	And fracking generates toxic air pollution that would endanger communities surrounding the forest and pose unknown risks to the forest itself.	SS
994	Fracking	FRACKINGFracking Threatens America's Air, Water and Climate It poisons our water, contaminates our air and emits massive greenhouse gas pollution.	Fracking requires an enormous amount of water, and because fracking waste water contains dangerous toxins it generally cannot be cleaned and reused for other purposes.	SS
995	Fracking	And the toxic chemicals and heavy metals associated with fracking operations can contaminate the soil, air and water, leach into crops, and kill livestock.	Fracking Impacts Everyone The chemicals used in fracking are toxic and threaten to poison and pollute our air, water and food supplies- basic necessities for life.	HS
996	Fracking	It poses inherent dangers to public health and safety, inevitably pollutes water and air, and accelerates climate change.	And fracking generates toxic air pollution that would endanger communities surrounding the forest and pose unknown risks to the forest itself.	SS
997	Fracking	This electricity comes from power plants with their own eco disasters.	"Disposing of your office computers and obsolete equipment is easy to do with ""PC-Disposal-Recycle-IT.com"" ."	DTORCD
998	Fracking	Fracking is bad for our environment and can harm many individuals near fracking sites, or affect their land, and animals.	Fracking would increase risks to public safety by contaminating water supplies with toxic chemicals, disturbing natural environments, and releasing hazardous air emissions into communities.	HS
999	Fracking	Issue updates Across the country, fracking is contaminating drinking water, making nearby families sick with air pollution, and turning forest acres into industrial zones.	Trucking and storage accidents have caused spills of fracking fluids and the salty water used - called brine - also resulting in contaminated drinking water.	HS
1000	Fracking	Global warming pollution: Fracking produces significant volumes of global warming pollution.	Environmentalists and drilling opponents say fracking threatens to drain and contaminate local water supplies, cause air pollution, industrialize pristine rural areas and contribute to global warming.	HS
1001	Fracking	3) Fracking contaminates water and water wells and can suck entire towns dry.	And fracking generates toxic air pollution that would endanger communities surrounding the forest and pose unknown risks to the forest itself.	NS
1002	Fracking	While the gas companies deny any harmful effects of fracking, environmentalists claim that the drilling method has serious health risks.	In addition to worsening climate change, fracking is said to exacerbate the water crisis by polluting millions of gallons of fresh water with toxic chemicals.	SS
1003	Fracking	It's outrageous that fracking companies that threaten public health don't even have to report which chemicals are contaminating our drinking water.	1Fracking, which involves injecting huge volumes of toxic chemicals underground and producing vast quantities of contaminated wastewater, has a well-documented history of poisoning water.	HS
1004	Fracking	Global warming pollution: Fracking produces significant volumes of global warming pollution.	In countless communities around the country, fracking has had grievous consequences, ranging from water contamination and health problems to earthquakes.	NS
1005	Fracking	It poses inherent dangers to public health and safety, inevitably pollutes water and air, and accelerates climate change.	Fracking pollution also poses a huge risk to water supplies in impoverished agricultural communities in the Central Valley where water pollution is already a serious problem.	SS
1006	Fracking	Water contamination is a particular hazard with fracking because hundreds of toxic chemicals are used in fracking fluid.	And the toxic chemicals and heavy metals associated with fracking operations can contaminate the soil, air and water, leach into crops, and kill livestock.	HS
1007	Fracking	The voting device is adaptable and compatible with sip-and-puff, foot pedals, refreshable Braille devices, or mouth stick engagement and control devices.	Systemic Value - A term used in environmental ethics by Holmes Rolston, III to capture the intrinsic value of large scale ecosystemic processes in themselves.	DTORCD
1008	Fracking	* Fracking produces enormous amounts of waste contaminated with toxic chemicals, heavy metals, corrosive salts and radioactive material.	And the toxic chemicals and heavy metals associated with fracking operations can contaminate the soil, air and water, leach into crops, and kill livestock.	SS
1009	Fracking	1) Fracking leaks methane and other dangerous chemicals into the atmosphere at alarming rates.	* In 2011, Ohio dumped 12.8 million barrels of toxic, radioactive waste into injection wells-injecting toxic waste into the ground as a means of disposing it.	NS
1010	Fracking	FRACKINGFracking Threatens America's Air, Water and Climate It poisons our water, contaminates our air and emits massive greenhouse gas pollution.	Fracking uses millions of litres of water and has the potential to contaminate drinking water with methane and toxic chemicals.	HS
1011	Fracking	Water contamination is a particular hazard with fracking because hundreds of toxic chemicals are used in fracking fluid.	5) Fracking contaminates drinking water If fracking doesn't make your water flammable, it must at least contaminate it with dangerous chemicals, right?	HS
1012	Fracking	3) Fracking contaminates water and water wells and can suck entire towns dry.	It's outrageous that fracking companies that threaten public health don't even have to report which chemicals are contaminating our drinking water.	SS
1013	Fracking	Spills and leaks were one way fracking could lead to water contamination, but were relatively easy to manage.	Water Pollution and Shortages :  Fracking uses toxic chemicals like benzene (a carcinogen) and toluene and generates massive amounts of toxic wastewater.	SS
1014	Fracking	* Fracking produces enormous amounts of waste contaminated with toxic chemicals, heavy metals, corrosive salts and radioactive material.	"As ""Fracking by the Numbers"" shows, fracking has polluted water, damaged rural landscapes, and emitted dangerous air pollution in vast quantities across the country."	SS
1015	Fracking	1) Fracking leaks methane and other dangerous chemicals into the atmosphere at alarming rates.	Furthermore, agricultural products grown in contaminated soil and watered with contaminated water will easily carry toxic contaminants into our grocery products and onto our kitchen tables.	NS
1016	Fracking	Each fracked gas well requires hundreds of trips by diesel trucks hauling toxic chemicals and other hazardous materials.	Fracking would increase risks to public safety by contaminating water supplies with toxic chemicals, disturbing natural environments, and releasing hazardous air emissions into communities.	NS
1017	Fracking	While the gas companies deny any harmful effects of fracking, environmentalists claim that the drilling method has serious health risks.	One fear about fracking is that it will result in natural gas and toxic chemicals seeping into groundwater that is used for drinking water.	SS
1018	Fracking	This contaminated air is potentially dangerous for people with health problems like asthma, and for children.	In countless communities around the country, fracking has had grievous consequences, ranging from water contamination and health problems to earthquakes.	SS
1019	Fracking	Fracking would increase risks to public safety by contaminating water supplies with toxic chemicals, disturbing natural environments, and releasing hazardous air emissions into communities.	"As ""Fracking by the Numbers"" shows, fracking has polluted water, damaged rural landscapes, and emitted dangerous air pollution in vast quantities across the country."	HS
1020	Fracking	These efforts are tantamount to backdoor net neutrality mandates that would harm consumers while stifling the development of the next generation internet.	The expression thus obtained indicates that further simplifications of this apparently difficult problem are possible if we switch to the interaction picture of quantum mechanics.	DTORCD
1021	Fracking	Odorless and colorless, methane gas is not only explosive; it can also cause health problems if it contaminates air and drinking water.	Fracking the Monterey Shale would use and abuse trillions of gallons of water at a time when we cannot afford to waste and contaminate more water.	SS
1022	Fracking	As a water-poor state, fracking and its toxic wastewater presents a serious danger to our communities and ecosystems.	"Such a practice could potentially cause ""unstable ground structure"" and polluted ""land and waterways"" leading to acute ""public health"" concerns , he warned."	SS
1023	Fracking	The EPA found that compounds likely associated with fracking chemicals had been detected in the groundwater beneath Pavillion.	And the toxic chemicals and heavy metals associated with fracking operations can contaminate the soil, air and water, leach into crops, and kill livestock.	SS
1024	Fracking	One fear about fracking is that it will result in natural gas and toxic chemicals seeping into groundwater that is used for drinking water.	Fracking pollution also poses a huge risk to water supplies in impoverished agricultural communities in the Central Valley where water pollution is already a serious problem.	HS
1025	Fracking	And fracking generates toxic air pollution that would endanger communities surrounding the forest and pose unknown risks to the forest itself.	Water Pollution and Shortages :  Fracking uses toxic chemicals like benzene (a carcinogen) and toluene and generates massive amounts of toxic wastewater.	NS
1026	Fracking	Soils will have been contaminated, surface waters will have been contaminated, groundwater will have been contaminated.	The hazardous chemicals may cause contamination of well water used for drinking or irrigation in towns near oil wells.	HS
1027	Fracking	Water contamination is a particular hazard with fracking because hundreds of toxic chemicals are used in fracking fluid.	"Nevertheless, the EPA and the media claim that shale companies keep the fracking chemicals they use ""top secret"" and that these chemicals could contaminate groundwater."	SS
1028	Fracking	The hazardous chemicals may cause contamination of well water used for drinking or irrigation in towns near oil wells.	One fear about fracking is that it will result in natural gas and toxic chemicals seeping into groundwater that is used for drinking water.	HS
1029	Fracking	"""They will be compromised and will become part of botnets."""	Hype and Reality Right now, there is a great deal of hype surrounding virtual reality.	DTORCD
1030	Fracking	Water Pollution Fracking pollutes water by mixing millions of gallons of water with toxic chemicals.	Water contamination is a particular hazard with fracking because hundreds of toxic chemicals are used in fracking fluid.	HS
1031	Gene editing	* You can extend your rental up to 14 days - at the same cheap daily rental rate.	"""This, when combined with the development of efficient and safe gene editing technologies in human stem cells may greatly help the realization of these expectations."""	DTORCD
1032	Gene editing	The method offers great precision in changing the DNA sequence of a genome and can potentially treat diseases that other forms of gene therapy cannot.	According to Church, CRISPR technology is on the scale of 100 times easier, ten times more efficient, and increasingly more applicable to organisms than prior methods.	NS
1033	Gene editing	Gao says gene editing can provide very efficient tools for basic research and crop improvement, including in complex organisms like wheat.	In the last few years this technique and others have really taken off, and are already being used to develop potential treatments for genetic diseases .	NS
1034	Gene editing	The study opens promising new avenues for the development of more effective treatments for a range of human diseases.	Alternatively, they might be able to reduce or even eliminate the mosquitoes for long enough to permanently eradicate the malaria parasite.	NS
1035	Gene editing	Viruses and bacteria are not susceptible, while many plants, fungi, and some animals will be resistant because they frequently reproduce without sex.	Because most altered traits don't improve and may even decrease the organism's ability to survive and reproduce, they generally can't spread through wild populations.	SS
1036	Gene editing	Gao says gene editing can provide very efficient tools for basic research and crop improvement, including in complex organisms like wheat.	also curator-level users can edit their gene's settings, so that curators can modify their gene's appearance without the need for a manager to help them out.	NS
1037	Gene editing	Recently, however, a more powerful TAL tool was developed that allows scientists to target any sequence in the genome.	According to Church, CRISPR technology is on the scale of 100 times easier, ten times more efficient, and increasingly more applicable to organisms than prior methods.	NS
1038	Gene editing	"""Double catastrophe: Intermittent stratospheric geoengineering induced by societal collapse""."	Municipally-owned utilities should promote solar by providing net-metering, Value of Solar rates, and by making investments in community-scale and utility-scale solar projects.	DTORCD
1039	Gene editing	CAN GENOME EDITING CURE AIDS AND IS IT SAFE?	"""This, when combined with the development of efficient and safe gene editing technologies in human stem cells may greatly help the realization of these expectations."""	NS
1040	Gene editing	Thus, this pathway has proven most useful for rapidly achieving targeted gene knockout.	Similarly, only populations that have the sequence targeted by CRISPR can be altered by a drive, potentially allowing us to target subpopulations with unique sequences.	SS
