	topic	sentence_1	sentence_2	label
1860	Internet of things	For Io E-based investments, value drivers include innovation, employee productivity, asset utilization, customer experience, and supply chain.	The Internet of Things connects millions of devices and extends intelligence to utilities, city leaders and consumers, creating new opportunities for harnessing the power of information.'	NS
1861	Internet of things	And commercial recycling haulers often require minimum quantities and charge a fee.	Among these resources, hydroelectric power, provided through hydroelectric turbines is a forerunner that must be considered for both commercial and home use.	DTORCD
1862	Internet of things	Nest, the Internet-connected thermostat, enables homeowners to control their heat from virtually anywhere via their smartphones.	Integrating social networks and Io Ts has the potential to support novel applications and networking services for the Io Ts in more effective and efficient ways.	NS
1863	Internet of things	"The M2M or ""Internet of Things"" proposition opens up a vast new array of opportunity for carriers, entrepreneurs and consumer experiences."	Being able to remotely monitor and control which devices are on and off at any certain time helps homeowners reduce monthly electric, gas and water bills.	NS
1864	Internet of things	And if you act quickly, you could be among the savvy investors who enjoy the profits from this stunning change.	But the delay is a good thing: it gives marketers a chance to optimize the Internet of Things for customer engagement.	DTORCD
1865	Internet of things	We're imagining smart houses, smart cars, and even smarter people, all thanks to more connected devices enabling more connected services.	Billions of interconnected devices will be monitoring the environment, transportation systems, factories, farms, forests, utilities, soil and weather conditions, oceans and resources.	SS
1866	Internet of things	Home New Internet technology continues to transform the Internet in ways we can hardly imagine.	Being able to remotely monitor and control which devices are on and off at any certain time helps homeowners reduce monthly electric, gas and water bills.	HS
1867	Internet of things	Nest, the Internet-connected thermostat, enables homeowners to control their heat from virtually anywhere via their smartphones.	The All ...Internet of Things (Io T) seeks to merge physical and virtual worlds creating 'smart environments' to improve EU citizens' lives.	NS
1868	Internet of things	But the delay is a good thing: it gives marketers a chance to optimize the Internet of Things for customer engagement.	Being able to remotely monitor and control which devices are on and off at any certain time helps homeowners reduce monthly electric, gas and water bills.	NS
1869	Internet of things	The Internet of Things will further enable new services that will make our lives safer and more secure, more convenient and comfortable.	The Internet of Things will involve ubiquitous smart objects that sense and communicate directly over the internet creating better data without human intervention.	NS
1870	Internet of things	The Internet of Things will involve ubiquitous smart objects that sense and communicate directly over the internet creating better data without human intervention.	Being able to remotely monitor and control which devices are on and off at any certain time helps homeowners reduce monthly electric, gas and water bills.	SS
1871	Internet of things	The Internet of Agents would do this in addition to enabling you to activate your alarm system through your smartphone, even miles away from home.	"This emerging ""Internet of Things"" promises to help federal agencies generate efficiencies and more effectively achieve their missions, but it also raises significant cybersecurity concerns."	NS
1872	Internet of things	No. No. No, no, no.	Therefore the fact of the matter is that to make advances in the field of medicines, animal testing seems to be a must.	DTORCD
1873	Internet of things	Io T can improve various aspects of manufacturing efficiency, including productivity, asset health, profitability, quality, safety, employee safety and environmental impact.	"The M2M or ""Internet of Things"" proposition opens up a vast new array of opportunity for carriers, entrepreneurs and consumer experiences."	NS
1874	Internet of things	We're imagining smart houses, smart cars, and even smarter people, all thanks to more connected devices enabling more connected services.	"This emerging ""Internet of Things"" promises to help federal agencies generate efficiencies and more effectively achieve their missions, but it also raises significant cybersecurity concerns."	NS
1875	Internet of things	The All ...Internet of Things (Io T) seeks to merge physical and virtual worlds creating 'smart environments' to improve EU citizens' lives.	The Internet of Agents would do this in addition to enabling you to activate your alarm system through your smartphone, even miles away from home.	SS
1876	Internet of things	Io T is helping leading chemical companies optimize equipment effectiveness, reduce cost of quality control and compliance, and improve return on innovation.	To give a particular example, health providers could use it to predict disease, reduce hospital visits and make better use of clinical data.	NS
1877	Internet of things	And if you act quickly, you could be among the savvy investors who enjoy the profits from this stunning change.	We can contact our friend or beloved persons easily using the online sites even though they are living for away from our place.	DTORCD
1878	Internet of things	The Internet of Agents also lets you unlock your car when you lock your keys in the trunk.	This information will let people better manage factories, airports, hospitals, homes, and their everyday lives, sometimes without them even knowing it.	NS
1879	Internet of things	Io T is helping leading chemical companies optimize equipment effectiveness, reduce cost of quality control and compliance, and improve return on innovation.	"This emerging ""Internet of Things"" promises to help federal agencies generate efficiencies and more effectively achieve their missions, but it also raises significant cybersecurity concerns."	NS
1880	Internet of things	Home New Internet technology continues to transform the Internet in ways we can hardly imagine.	Io T is helping leading chemical companies optimize equipment effectiveness, reduce cost of quality control and compliance, and improve return on innovation.	NS
1881	Internet of things	And in the process consumers discover that they can control their appliances in a way that saves energy .	Integrating social networks and Io Ts has the potential to support novel applications and networking services for the Io Ts in more effective and efficient ways.	NS
1882	Internet of things	But the delay is a good thing: it gives marketers a chance to optimize the Internet of Things for customer engagement.	The Internet of Agents would do this in addition to enabling you to activate your alarm system through your smartphone, even miles away from home.	NS
1883	Internet of things	To give a particular example, health providers could use it to predict disease, reduce hospital visits and make better use of clinical data.	Being able to remotely monitor and control which devices are on and off at any certain time helps homeowners reduce monthly electric, gas and water bills.	NS
1884	Internet of things	This story notes that these systems have audio hookups allowing blind voters to vote without assistance.	However, according to Janrain study, among the users of social networking sites, Facebook has been accounted for 45% of social logins.	DTORCD
1885	Internet of things	Those objects are then enabled to take actions that presumably create a more efficient, carefree existence for people.	The Internet of Things will involve ubiquitous smart objects that sense and communicate directly over the internet creating better data without human intervention.	NS
1886	Internet of things	For Io E-based investments, value drivers include innovation, employee productivity, asset utilization, customer experience, and supply chain.	To give a particular example, health providers could use it to predict disease, reduce hospital visits and make better use of clinical data.	NS
1887	Internet of things	This is a perfect example of how the Internet of Things can not only improve lives, but actually save them.	Thanks to the internet, your identity can be stolen, your home invaded and your savings robbed without anyone setting foot inside your door.	NS
1888	Internet of things	This information will let people better manage factories, airports, hospitals, homes, and their everyday lives, sometimes without them even knowing it.	The Internet of Things will further enable new services that will make our lives safer and more secure, more convenient and comfortable.	SS
1889	Internet of things	For Io E-based investments, value drivers include innovation, employee productivity, asset utilization, customer experience, and supply chain.	The Internet of Things will further enable new services that will make our lives safer and more secure, more convenient and comfortable.	NS
1890	Internet of things	This is a perfect example of how the Internet of Things can not only improve lives, but actually save them.	The Internet of Things will further enable new services that will make our lives safer and more secure, more convenient and comfortable.	SS
1891	Internet of things	Io T can improve various aspects of manufacturing efficiency, including productivity, asset health, profitability, quality, safety, employee safety and environmental impact.	The network uses a technology called Lora WAN, that enables to transmit small packages of data over long distance, at very low energy and money cost.	NS
1892	Internet of things	Billions of interconnected devices will be monitoring the environment, transportation systems, factories, farms, forests, utilities, soil and weather conditions, oceans and resources.	Integrating social networks and Io Ts has the potential to support novel applications and networking services for the Io Ts in more effective and efficient ways.	SS
1893	Internet of things	The Internet of Agents also lets you unlock your car when you lock your keys in the trunk.	The Internet of Things will further enable new services that will make our lives safer and more secure, more convenient and comfortable.	NS
1894	Internet of things	For Io E-based investments, value drivers include innovation, employee productivity, asset utilization, customer experience, and supply chain.	Integrating social networks and Io Ts has the potential to support novel applications and networking services for the Io Ts in more effective and efficient ways.	NS
1895	Internet of things	Do not let the FCC's likely unlawful means of broadband Internet regulation, i.e.	"GENASSIST provides a type of ""one-stop"" shopping for genetic services that patients can use and be referred back to his or her healthcare provider."	DTORCD
1896	Internet of things	He asserts that the Internet of Everything will provide richer experiences, new capabilities, and unprecedented economic opportunity for businesses, individuals, and nations.	Being able to remotely monitor and control which devices are on and off at any certain time helps homeowners reduce monthly electric, gas and water bills.	SS
1897	Internet of things	The Internet of Things will involve ubiquitous smart objects that sense and communicate directly over the internet creating better data without human intervention.	The network uses a technology called Lora WAN, that enables to transmit small packages of data over long distance, at very low energy and money cost.	SS
1898	Internet of things	Nest, the Internet-connected thermostat, enables homeowners to control their heat from virtually anywhere via their smartphones.	The Internet of Things will involve ubiquitous smart objects that sense and communicate directly over the internet creating better data without human intervention.	NS
1899	Internet of things	Io T is helping automotive companies to optimize production operations, efficiently manage inventory and grow sales.	The Internet of Things connects millions of devices and extends intelligence to utilities, city leaders and consumers, creating new opportunities for harnessing the power of information.'	NS
1900	Internet of things	The Internet of Things will involve ubiquitous smart objects that sense and communicate directly over the internet creating better data without human intervention.	To give a particular example, health providers could use it to predict disease, reduce hospital visits and make better use of clinical data.	NS
1901	Internet of things	The Internet of Things world is just around the corner, and it will definitely provide both exciting opportunities and challenges.	But the delay is a good thing: it gives marketers a chance to optimize the Internet of Things for customer engagement.	NS
1902	Internet of things	The device may provide the means to create three-dimensional cell cultures for the development of therapeutic drugs, for instance.	"In its court filing, EPA said its estimates were based on a ""reasonably attainable"" amount of cellulosic biofuels for 2012."	DTORCD
1903	Internet of things	This is a perfect example of how the Internet of Things can not only improve lives, but actually save them.	The network uses a technology called Lora WAN, that enables to transmit small packages of data over long distance, at very low energy and money cost.	NS
1904	Internet of things	Io T is helping automotive companies to optimize production operations, efficiently manage inventory and grow sales.	But the delay is a good thing: it gives marketers a chance to optimize the Internet of Things for customer engagement.	NS
1905	Internet of things	Nest, the Internet-connected thermostat, enables homeowners to control their heat from virtually anywhere via their smartphones.	The network uses a technology called Lora WAN, that enables to transmit small packages of data over long distance, at very low energy and money cost.	NS
1906	Internet of things	Home New Internet technology continues to transform the Internet in ways we can hardly imagine.	The Internet of Things connects millions of devices and extends intelligence to utilities, city leaders and consumers, creating new opportunities for harnessing the power of information.'	SS
1907	Internet of things	The Internet of Agents also lets you unlock your car when you lock your keys in the trunk.	The Internet of Things connects millions of devices and extends intelligence to utilities, city leaders and consumers, creating new opportunities for harnessing the power of information.'	NS
1908	Internet of things	The All ...Internet of Things (Io T) seeks to merge physical and virtual worlds creating 'smart environments' to improve EU citizens' lives.	The Internet of Things will further enable new services that will make our lives safer and more secure, more convenient and comfortable.	SS
1909	Internet of things	The Internet of Things will further enable new services that will make our lives safer and more secure, more convenient and comfortable.	Physical items are no longer disconnected from the virtual world, but can be controlled remotely and can act as physical access points to Internet services.	NS
1910	Internet of things	We can contact our friend or beloved persons easily using the online sites even though they are living for away from our place.	Integrating social networks and Io Ts has the potential to support novel applications and networking services for the Io Ts in more effective and efficient ways.	NS
1911	Internet of things	Io T can improve various aspects of manufacturing efficiency, including productivity, asset health, profitability, quality, safety, employee safety and environmental impact.	The Internet of Things will further enable new services that will make our lives safer and more secure, more convenient and comfortable.	HS
1912	Internet of things	And in the process consumers discover that they can control their appliances in a way that saves energy .	Io T can improve various aspects of manufacturing efficiency, including productivity, asset health, profitability, quality, safety, employee safety and environmental impact.	NS
1913	Internet of things	To give a particular example, health providers could use it to predict disease, reduce hospital visits and make better use of clinical data.	"This emerging ""Internet of Things"" promises to help federal agencies generate efficiencies and more effectively achieve their missions, but it also raises significant cybersecurity concerns."	NS
1914	Internet of things	The Internet of Agents also lets you unlock your car when you lock your keys in the trunk.	Billions of interconnected devices will be monitoring the environment, transportation systems, factories, farms, forests, utilities, soil and weather conditions, oceans and resources.	NS
1915	Internet of things	Industry lobbyists got fracking waste exempt from federal hazardous waste laws, leaving Ohio even more vulnerable.	The consequences of natural oil seeps are inevitable while offshore oil drilling accidents can be prevented by responsible supervision.	DTORCD
1916	Internet of things	Io T is helping leading chemical companies optimize equipment effectiveness, reduce cost of quality control and compliance, and improve return on innovation.	We can build the world we want to live in or we can do what's easy, and profitable, in the short run.	DTORCD
1917	Internet of things	Home New Internet technology continues to transform the Internet in ways we can hardly imagine.	Billions of interconnected devices will be monitoring the environment, transportation systems, factories, farms, forests, utilities, soil and weather conditions, oceans and resources.	NS
1918	Internet of things	Io T is helping leading chemical companies optimize equipment effectiveness, reduce cost of quality control and compliance, and improve return on innovation.	At the Hospital : One area where the technology that enables the Internet of Things may have immediate and considerable impact is healthcare.	NS
1919	Internet of things	To give a particular example, health providers could use it to predict disease, reduce hospital visits and make better use of clinical data.	The Internet of Agents would do this in addition to enabling you to activate your alarm system through your smartphone, even miles away from home.	NS
1920	Internet of things	Io T is helping automotive companies to optimize production operations, efficiently manage inventory and grow sales.	The Internet of Agents also lets you unlock your car when you lock your keys in the trunk.	NS
1921	Internet of things	The All ...Internet of Things (Io T) seeks to merge physical and virtual worlds creating 'smart environments' to improve EU citizens' lives.	Billions of interconnected devices will be monitoring the environment, transportation systems, factories, farms, forests, utilities, soil and weather conditions, oceans and resources.	SS
1922	Internet of things	And if you act quickly, you could be among the savvy investors who enjoy the profits from this stunning change.	Thanks to the internet, your identity can be stolen, your home invaded and your savings robbed without anyone setting foot inside your door.	DTORCD
1923	Internet of things	Retrofitting your Coos Bay, OR home with solar technologies is also a good investment.	A few of the more well known ones are cellulosic ethanol , algal biofuel , biohydrogen, and renewable diesel.	DTORCD
1924	Internet of things	As Goldman Sachs notes, the Internet of Things escalates security concerns to almost unthinkable levels, making everything from your car to your vital signs susceptible hackers.	There's lots of potential for viruses to reek havoc on the coming Internet of Things, but it doesn't have to end badly for our connected world.	HS
1925	Internet of things	But the delay is a good thing: it gives marketers a chance to optimize the Internet of Things for customer engagement.	Physical items are no longer disconnected from the virtual world, but can be controlled remotely and can act as physical access points to Internet services.	NS
1926	Nanotechnology	The goal is to accelerate the commercialization of nanotechnology enabled solutions that will meet existing consumer demand.	This green nanotechnology described as the development of clean technologies to minimize potential environment and human health risks with the use of nanotechnology products.	NS
1927	Nanotechnology	New opportunities to traditional and new industries Chemicals and materials are the areas in which nanotechnology will have the greatest impact in the short term.	Nanotechnology holds tremendous potential -- for improvements in health care, the production of clean water and energy, and for continued advances in our IT infrastructure.	SS
1928	Nanotechnology	Companies have developed nanotech solar cells that can be manufactured at significantly lower cost than conventional solar cells.	To lower the cost, innovative R&D could provide value-added materials and processes to the existing manufacturing process or new manufacturing process with lower cost.	SS
1929	Nanotechnology	The wide range of potential products and applications gives nanotechnology its enormous growth prospects.	If nanotechnology solutions can be commercialised it can transform entire industries and substantially improve the way we live.	SS
1930	Nanotechnology	Through developing and applying knowledge we support our customers in assessing risks, delivering sustainable environmental solutions and responding to emergencies.	New opportunities to traditional and new industries Chemicals and materials are the areas in which nanotechnology will have the greatest impact in the short term.	NS
1931	Nanotechnology	How Will Medical Nanotechnologies Reduce Adverse Clinical Reactions and Decrease Total Patient Care Cost?	The collaboration among government research institutions and industries could also lower the R&D development cost for industry and accelerate the adoption of nanotechnology.	NS
1932	Nanotechnology	"""Nanotechnology will help drive our innovation economy while improving the environment, health, and a wide range of products."""	In the last few years, the versatile opportunities of nanotechnology predominantly received recognition in the areas of improved efficiency, resource conservation and more sustainable production mechanisms.	SS
1933	Nanotechnology	Through its award-winning empowerment programs, Progress Partners have access to experts who help them solve business and technical challenges in their markets.	Keeping voting secure is far more difficult than tracking money in the banking system or keeping control of U.S. nuclear weapons, Jefferson said.	DTORCD
1934	Nanotechnology	This investment has already yielded many discoveries in the field, and it is broadening opportunities for nanotechnology in drug discovery and research.	It is believed that more advanced and powerful computers, improved medical treatments and extraordinary items will be made available in future by nanotechnology application.	SS
1935	Nanotechnology	This investment has already yielded many discoveries in the field, and it is broadening opportunities for nanotechnology in drug discovery and research.	In the last few years, the versatile opportunities of nanotechnology predominantly received recognition in the areas of improved efficiency, resource conservation and more sustainable production mechanisms.	NS
1936	Nanotechnology	If nanotechnology solutions can be commercialised it can transform entire industries and substantially improve the way we live.	Through developing and applying knowledge we support our customers in assessing risks, delivering sustainable environmental solutions and responding to emergencies.	SS
