	topic	sentence_1	sentence_2	label
83	3d printing	The ability to manufacture a complex design in a short span with low setup costs makes 3D printing efficient in several applications.	"""3D printing used to be out of reach for most businesses - but costs are coming down and materials technology has improved greatly."	SS
84	3d printing	This new sensor monitoring will increase accuracy of prints and will allow for easier use than before (less waste).	In this talk from TEDx Vienna, he demos this tiny machine that could someday make customized hearing aids - or sculptures smaller than a human hair.	NS
85	3d printing	It splits the borders between nations and countries and reduces distances and time.	Urologists in the section of Robotic & Laparoscopic Surgery are continuing to be at the forefront of minimally invasive patient care, research and education.	DTORCD
86	3d printing	Controlled Print Chamber - Controlled process environment ensures true to CAD prints and delivers professional quality every time.	The Cube Pro features a controlled environment print chamber that assures high-fidelity performance and delivers professional quality prints consistently and with the ease.	HS
87	3d printing	This new sensor monitoring will increase accuracy of prints and will allow for easier use than before (less waste).	"The Experience Centre, combined with our new Staples Easy 3D online service, will provide everyone access to lifelike, photorealistic 3D printed products at an affordable price."""	NS
88	3d printing	Specifically, the Navy hopes to see 3D printing help improve readiness, allow for faster manufacturing, and reduce storage and shipping costs.	3d printing is an innovative technology which in the near future could contribute towards an increase in domestic jobs by increasing domestic manufacturing.	NS
89	3d printing	Each store features an immersive 3D printing experience center that lets consumers and small businesses create personalized products and use 3D printing hardware.	"The Experience Centre, combined with our new Staples Easy 3D online service, will provide everyone access to lifelike, photorealistic 3D printed products at an affordable price."""	HS
90	3d printing	It also enables Windows Store apps to submit 3D print jobs to these devices.	The ability to manufacture a complex design in a short span with low setup costs makes 3D printing efficient in several applications.	NS
91	3d printing	3D printing service companies were also eager to engage with potential customers, showing high quality parts available for remote ordering online.	(Photo: Business Wire)Each store features an immersive 3D printing experience center that lets consumers and small businesses create personalized products and use 3D printing hardware.	NS
92	3d printing	"""3D printing used to be out of reach for most businesses - but costs are coming down and materials technology has improved greatly."	Groenendyk and Gallant also observed that offering the 3D printing service through a full service model was limiting their users' ability to effectively use the technology.	NS
93	3d printing	Sustainable Systems - 3DS is committed to making consumer 3D printing affordable, safe and sustainable.	Becoming 3D's cost-effective solutions help reduce material wastes, and allows small businesses to bring costly and time consuming manufacturing in-house.	HS
94	3d printing	The material developed will be environmentally benign and economical.	Tissue engineered meniscus: a potential new alternative to allogeneic meniscus transplantation.	DTORCD
95	3d printing	Spark will make visualization of prints much easier, as it streamlines digital information to 3D printers in a unique, efficient way.	The market for 3D Printing Products is projected to grow manifold in the near future with 3D printer systems becoming more affordable and easy to use.	SS
96	3d printing	Furthermore, as 3D printing speeds and material quality improves, greater adoption of additive production technologies is expected.	Becoming 3D's cost-effective solutions help reduce material wastes, and allows small businesses to bring costly and time consuming manufacturing in-house.	SS
97	3d printing	Specifically, the Navy hopes to see 3D printing help improve readiness, allow for faster manufacturing, and reduce storage and shipping costs.	Each Staples store features an immersive 3D printing experience center that lets consumers and small businesses create personalized products and use 3D printing hardware.	NS
98	3d printing	Strong, Fast & Long-lasting: Guaranteed faster, precise prints with easy feed cartridges for prolonged material life.	In this talk from TEDx Vienna, he demos this tiny machine that could someday make customized hearing aids - or sculptures smaller than a human hair.	NS
99	3d printing	Also, if 3D printing is wholly embraced by manufacturers, they will be able to create goods at far lower costs.	Each Staples store features an immersive 3D printing experience center that lets consumers and small businesses create personalized products and use 3D printing hardware.	NS
100	3d printing	And in theory, the fewer resources being consumed by manufacturers will help reduce the strain humans continue to place on the planet.	In this talk from TEDx Vienna, he demos this tiny machine that could someday make customized hearing aids - or sculptures smaller than a human hair.	NS
101	3d printing	3D Printed Products Can Improve Health Outcomes and Reduce Costs 7.1.4	"The Experience Centre, combined with our new Staples Easy 3D online service, will provide everyone access to lifelike, photorealistic 3D printed products at an affordable price."""	NS
102	3d printing	And in theory, the fewer resources being consumed by manufacturers will help reduce the strain humans continue to place on the planet.	GE hopes to further expand the technology in the future to help extend the lifespan of products and help reduce manufacturing cost and time.	NS
103	3d printing	Also, if 3D printing is wholly embraced by manufacturers, they will be able to create goods at far lower costs.	The ability to manufacture a complex design in a short span with low setup costs makes 3D printing efficient in several applications.	SS
104	3d printing	[0058] Using the stripped voted electronic ballots, each electronic vote can be tallied by TR personnel 114 .	We are a full service Computer Recycler for all your IT Recycling, Laptop Recycling and Computer Equipment Recycling needs.	DTORCD
105	3d printing	3d printing is an innovative technology which in the near future could contribute towards an increase in domestic jobs by increasing domestic manufacturing.	GE hopes to further expand the technology in the future to help extend the lifespan of products and help reduce manufacturing cost and time.	NS
106	3d printing	3D printing helps to improve quality and speeds up the production.	(Photo: Business Wire)Each store features an immersive 3D printing experience center that lets consumers and small businesses create personalized products and use 3D printing hardware.	NS
107	3d printing	3D Miniature printing Miniature printing will be more easier for businesses using these 3D printers.	Large size 3D printers will able to do printing of various miniatures to put in Showrooms as per the custom needs of businesses.	NS
108	3d printing	Adobe Photoshop users can access Europac 3DPrintworx's professional print services from within the app to get best-in-class 3D prints at reasonable prices.	Each Staples store features an immersive 3D printing experience center that lets consumers and small businesses create personalized products and use 3D printing hardware.	NS
109	3d printing	Specifically, the Navy hopes to see 3D printing help improve readiness, allow for faster manufacturing, and reduce storage and shipping costs.	(Photo: Business Wire)Each store features an immersive 3D printing experience center that lets consumers and small businesses create personalized products and use 3D printing hardware.	NS
110	3d printing	The ability to manufacture a complex design in a short span with low setup costs makes 3D printing efficient in several applications.	In weight sensitive applications such as satellites and planes 3D printing of parts can cut weight which saves a lot of money.	NS
111	3d printing	Adobe Photoshop users can access Europac 3DPrintworx's professional print services from within the app to get best-in-class 3D prints at reasonable prices.	Groenendyk and Gallant also observed that offering the 3D printing service through a full service model was limiting their users' ability to effectively use the technology.	NS
112	3d printing	3d printing is an innovative technology which in the near future could contribute towards an increase in domestic jobs by increasing domestic manufacturing.	(Photo: Business Wire)Each store features an immersive 3D printing experience center that lets consumers and small businesses create personalized products and use 3D printing hardware.	NS
113	3d printing	Some Smart Home solutions only enable the user to manage one application, such as lighting or heating.	Leaving geoengineering out of the story simply because it isn't easy to fit it in does a disservice to the truth.	DTORCD
114	3d printing	The simple construction will allow cheap kits to be sold and extremely easy assembly for even beginners.	Adobe Photoshop users can access Europac 3DPrintworx's professional print services from within the app to get best-in-class 3D prints at reasonable prices.	NS
115	3d printing	The ability to manufacture a complex design in a short span with low setup costs makes 3D printing efficient in several applications.	Large size 3D printers will able to do printing of various miniatures to put in Showrooms as per the custom needs of businesses.	SS
116	3d printing	Furthermore, as 3D printing speeds and material quality improves, greater adoption of additive production technologies is expected.	3d printing is an innovative technology which in the near future could contribute towards an increase in domestic jobs by increasing domestic manufacturing.	SS
117	3d printing	Each store features an immersive 3D printing experience center that lets consumers and small businesses create personalized products and use 3D printing hardware.	Groenendyk and Gallant also observed that offering the 3D printing service through a full service model was limiting their users' ability to effectively use the technology.	NS
118	3d printing	Furthermore, as 3D printing speeds and material quality improves, greater adoption of additive production technologies is expected.	3D printing technology is thus offering individuals as well as companies with the ability to design as well as manufacture objects at relatively lower costs.	NS
119	3d printing	Furthermore, as 3D printing speeds and material quality improves, greater adoption of additive production technologies is expected.	The Cube Pro features a controlled environment print chamber that assures high-fidelity performance and delivers professional quality prints consistently and with the ease.	NS
120	3d printing	Specifically, the Navy hopes to see 3D printing help improve readiness, allow for faster manufacturing, and reduce storage and shipping costs.	In weight sensitive applications such as satellites and planes 3D printing of parts can cut weight which saves a lot of money.	SS
121	3d printing	3D Miniature printing Miniature printing will be more easier for businesses using these 3D printers.	Home 3D printer users can also download some files for free for 3D printing on their machine.	NS
122	3d printing	Thecharitydonationisbeneficialtosupportthepeopleindonatingsomemoneyandgoodsfortogetherpurposes.	The trend for the future will probably be to build small-scale hydro plants that can generate electricity for a single community.	DTORCD
123	3d printing	This new sensor monitoring will increase accuracy of prints and will allow for easier use than before (less waste).	Becoming 3D's cost-effective solutions help reduce material wastes, and allows small businesses to bring costly and time consuming manufacturing in-house.	SS
124	3d printing	It also enables Windows Store apps to submit 3D print jobs to these devices.	3D printing technology is thus offering individuals as well as companies with the ability to design as well as manufacture objects at relatively lower costs.	NS
125	3d printing	Also, if 3D printing is wholly embraced by manufacturers, they will be able to create goods at far lower costs.	3D printing technology is thus offering individuals as well as companies with the ability to design as well as manufacture objects at relatively lower costs.	HS
126	3d printing	Some of these products are things you would never expect from a 3D printer, utilizing the technology in creative, yet extremely productive ways.	In this talk from TEDx Vienna, he demos this tiny machine that could someday make customized hearing aids - or sculptures smaller than a human hair.	SS
127	Big data	The analysis of Big Data presents tremendous opportunity to gain competitive advantage through better business and customer insight.	Big data can give firms a competitive advantage, lead to better client understanding, improve business operations and enhance the accessibility of their brand.	HS
128	Big data	Big data can give firms a competitive advantage, lead to better client understanding, improve business operations and enhance the accessibility of their brand.	"Machine Learning in Travel Services Improve the customer experience (reduce latency, increase coverage) when searching for hotel rates while controlling impact on suppliers (maintain ""look-to-book"")."	NS
129	Big data	* Big Data needs software tools that can process data significantly faster than traditional data mining tools.	Small businesses do have an advantage over large organizations that is they have the ability to quickly test new methods without going through significant studies .	NS
130	Big data	* Big Data needs software tools that can process data significantly faster than traditional data mining tools.	Preconfigured with real-world use cases, the Big Data Sandbox helps big data users to quickly and easily evaluate their big data needs.	SS
131	Big data	The result of all this is project delays, cost overruns, and missed opportunities.	2) All that job growth is going to drive skills shortage that will push up the cost of talent.	DTORCD
132	Big data	Analyzing big data could result in business growth, cost savings, revenue increases and better marketing for organizations.	It also allows both Windows and Linux server platforms.AWS can quickly and easily enable any enterprise to start generating insights from their data.	NS
133	Big data	It represents a huge business opportunity to leverage arguably the most valuable enterprise asset: data about customers, operations, markets, competitors, and more.	Through the use of big data, analytics now holds great promise for increasing the efficiency of operations, mitigating risks, and increasing citizen engagement and public value.	SS
134	Big data	Companies are beginning to use that data to improve products, drive efficiencies, identify defects and enhance security.	The ability to capture, move and process enormous volumes of data combined with increased sophistication and maturity of analytical capabilities enables significant economic and business value.	SS
135	Big data	They also create the chemicals used on the seeds, a huge moneymaker.	"Proponents of ocean fertilisation schemes have argued that by fertilising the ocean it may be possible to increase phytoplankton growth and associated carbon ""removal""."	DTORCD
136	Big data	However, big data also creates opportunities to use information to innovate and to improve business processes.	The analysis of Big Data presents tremendous opportunity to gain competitive advantage through better business and customer insight.	SS
137	Big data	But with data that is often incomplete, inconsistent, ungoverned, and unprotected, organizations risk big data being a liability rather than an asset.	And can your Big Data Research Aberdeen has long illustrated the benefits of well-managed, trustworthy data, and the problems associated with poor data quality.	SS
138	Big data	Many companies can get carried away with the ability to analyze massive amounts of data and get back compelling results that predict business outcomes.	Small businesses do have an advantage over large organizations that is they have the ability to quickly test new methods without going through significant studies .	NS
139	Big data	Big data can give firms a competitive advantage, lead to better client understanding, improve business operations and enhance the accessibility of their brand.	Most enterprises , new entrants, startups and established firms will leverage the potential benefits that big data offers to compete, innovate and capture real time informations.	HS
140	Big data	Big data is having a huge impact on the mobile telecommunications market, from offering new revenue opportunities to improving customer service and reducing churn.	For those organizations that understand and embrace the new reality of Big Data, the possibilities for new innovation, improved agility, and increased profitability are nearly endless.	SS
141	Big data	Big data can give firms a competitive advantage, lead to better client understanding, improve business operations and enhance the accessibility of their brand.	Big data is having a huge impact on the mobile telecommunications market, from offering new revenue opportunities to improving customer service and reducing churn.	SS
142	Big data	Big data can give firms a competitive advantage, lead to better client understanding, improve business operations and enhance the accessibility of their brand.	Big data is a technology that, with the incredible data growth that's occurring and will continue to occur, is becoming paramount for businesses far and wide.	SS
143	Big data	The ability to capture, move and process enormous volumes of data combined with increased sophistication and maturity of analytical capabilities enables significant economic and business value.	Through the use of big data, analytics now holds great promise for increasing the efficiency of operations, mitigating risks, and increasing citizen engagement and public value.	SS
144	Big data	2) All that job growth is going to drive skills shortage that will push up the cost of talent.	Big data can contain security threats , or toxic data like social security numbers and intellectual property, that could be detrimental to an organization if exposed.	NS
145	Big data	Big data promises significant payoffs: it enables marketers to invest proportionally to the value of existing or potential customer relationships, often in real-time.	For those organizations that understand and embrace the new reality of Big Data, the possibilities for new innovation, improved agility, and increased profitability are nearly endless.	SS
146	Big data	get fast delivery and returns.	Additionally, many SMEs and large market stakeholders are working on Internet of things and expected applications as bringing promising booming businesses.	DTORCD
